onset	duration	run_number	trial_number	image_blank_size	image_blank_num
22145.25523	32.0086573	19	163	2	80
22177.41001	31.9947213	19	164	2	42
22209.57921	31.998275	19	165	1	67
22241.73366	31.9961883	19	166	1	60
22273.89692	31.998861	19	167	2	73
22306.04137	31.9986073	19	168	1	79
22338.20335	31.9955368	19	169	1	9
22370.39055	31.9967743	19	170	1	13
22402.54443	29.9962329	19	171	1	25
