onset	duration	run_number	trial_number	image_blank_size	image_blank_num
5381.832295	32.0336974	3	19	2	85
5414.119803	31.9948378	3	20	1	74
5446.298171	31.9950416	3	21	2	29
5478.468015	31.9958363	3	22	1	16
5510.64078	32.0065877	3	23	1	75
5542.801867	31.9954278	3	24	2	73
5574.954332	31.9984093	3	25	1	3
5607.116751	31.995414	3	26	1	64
5639.245676	29.9959475	3	27	2	22
