onset	duration	run_number	trial_number	image_blank_size	image_blank_num
1457.050037	32.0585626	1	1	2	10
1489.262701	31.9954833	1	2	2	20
1521.382374	31.9953827	1	3	1	84
1553.519917	31.9956677	1	4	2	82
1585.70026	31.9987904	1	5	2	44
1617.843189	31.999015	1	6	1	40
1649.982044	31.9945625	1	7	2	57
1682.126699	31.9964029	1	8	1	22
1714.27168	30.0085194	1	9	1	19
