onset	duration	run_number	trial_number	image_blank_size	image_blank_num
5929.689646	32.0092118	4	28	2	84
5961.887287	31.996625	4	29	2	33
5994.0069	31.9952877	4	30	2	35
6026.193323	31.9958652	4	31	1	10
6058.349349	31.9983388	4	32	2	19
6090.518189	31.9953801	4	33	2	1
6122.671502	31.9968207	4	34	2	2
6154.817117	31.9974838	4	35	2	77
6186.954486	29.9959099	4	36	1	50
