onset	duration	run_number	trial_number	image_blank_size	image_blank_num
19742.69931	32.0349555	6	46	1	9
19774.86234	31.9952181	6	47	2	83
19807.02381	31.9956067	6	48	2	52
19839.14391	31.9960443	6	49	2	59
19871.27427	32.0002585	6	50	2	36
19903.44363	31.9956407	6	51	2	70
19935.62227	31.9997531	6	52	1	26
19967.80941	31.996553	6	53	1	57
19999.96338	29.9970893	6	54	1	48
