onset	duration	run_number	trial_number	image_blank_size	image_blank_num
15262.79358	32.0087829	16	136	2	74
15294.94829	31.9943696	16	137	2	20
15327.10931	31.9958592	16	138	1	39
15359.27102	31.9958245	16	139	1	33
15391.40964	31.9985014	16	140	1	84
15423.57027	31.9954161	16	141	1	27
15455.69852	31.9966336	16	142	2	41
15487.81919	31.9982779	16	143	2	9
15519.93122	29.9959496	16	144	2	40
