onset	duration	run_number	trial_number	image_blank_size	image_blank_num
16387.22967	32.0086529	19	163	2	17
16419.3761	31.9953098	19	164	2	84
16451.53778	31.9955753	19	165	1	42
16483.68264	31.9963414	19	166	1	14
16515.83002	31.9986343	19	167	2	13
16547.98279	31.9984482	19	168	1	73
16580.11155	31.9955789	19	169	2	36
16612.24135	31.9961676	19	170	1	16
16644.40287	29.9959896	19	171	1	67
