onset	duration	run_number	trial_number	image_blank_size	image_blank_num
16016.36329	32.0081682	18	154	2	72
16048.51808	31.9953003	18	155	2	60
16080.66231	31.9962506	18	156	2	55
16112.79983	31.9961426	18	157	2	75
16144.9889	31.9984893	18	158	1	79
16177.11669	31.9978693	18	159	1	65
16209.30322	31.9956898	18	160	1	47
16241.44891	31.9956568	18	161	2	15
16273.56211	29.9963335	18	162	2	35
