onset	duration	run_number	trial_number	image_blank_size	image_blank_num
3614.812671	32.0087039	13	109	2	43
3646.967513	31.9952944	13	110	2	69
3679.129106	31.9955984	13	111	1	80
3711.257574	31.996204	13	112	2	27
3743.413319	31.9987043	13	113	1	72
3775.590887	31.9983623	13	114	1	31
3807.719395	31.9969279	13	115	1	26
3839.873103	31.9959579	13	116	1	49
3872.010865	29.9962423	13	117	1	83
