onset	duration	run_number	trial_number	image_blank_size	image_blank_num
1844.997352	32.0085284	10	82	2	32
1877.160613	31.995041	10	83	2	34
1909.279779	31.9961494	10	84	1	85
1941.442129	31.9959692	10	85	1	34
1973.605822	31.9988177	10	86	1	16
2005.775611	31.9979977	10	87	1	64
2037.920551	31.9955224	10	88	1	72
2070.082725	32.0039995	10	89	1	41
2102.228043	29.9976278	10	90	1	8
